enrollment_id,class,enrollment_count,department,section,offering_id
98-021_F22_4_W1_QBA,,1,QBA,W1,
98-021_F22_3_W1_QBS,,1,QBS,W1,
98-021_F22_4_W1_QIS,,2,QIS,W1,
98-023_F22_2_W_QCS,,4,QCS,W,
98-023_F22_3_W_QCS,,1,QCS,W,
98-023_F22_0_W_SPC,,1,SPC,W,
99-101_F22_1_T1_QBA,,1,QBA,T1,
99-101_F22_1_T1_QBS,,19,QBS,T1,
99-101_F22_1_T1_QCS,,31,QCS,T1,
99-101_F22_1_T1_QIS,,4,QIS,T1,
99-101_F22_1_W1_QBA,,35,QBA,W1,
99-101_F22_1_W1_QBS,,2,QBS,W1,
99-101_F22_1_W1_QCS,,3,QCS,W1,
99-101_F22_2_W1_QCS,,1,QCS,W1,
99-101_F22_1_W1_QIS,,24,QIS,W1,
99-101_F22_2_W1_QIS,,1,QIS,W1,
99-101_F22_3_W1_QIS,,1,QIS,W1,
99-262_F22_4_W1_QBA,,1,QBA,W1,
99-262_F22_3_W1_QBS,,1,QBS,W1,
99-262_F22_4_W1_QBS,,3,QBS,W1,
99-262_F22_2_W1_QIS,,1,QIS,W1,
99-262_F22_3_W1_QIS,,2,QIS,W1,
99-262_F22_4_W1_QIS,,5,QIS,W1,
99-262_F22_5_W1_QIS,,1,QIS,W1,
03-125_F23_2_W_QBA,,1,QBA,W,
03-125_F23_4_W_QBA,,1,QBA,W,
03-125_F23_1_W_QBS,,1,QBS,W,
03-125_F23_3_W_QBS,,5,QBS,W,
03-125_F23_4_W_QBS,,3,QBS,W,
03-125_F23_2_W_QCS,,5,QCS,W,
03-125_F23_3_W_QCS,,2,QCS,W,
03-125_F23_4_W_QCS,,1,QCS,W,
03-125_F23_3_W_QIS,,3,QIS,W,
03-128_F23_3_W_QBS,,4,QBS,W,
03-128_F23_2_W_QCS,,1,QCS,W,
03-129_F23_2_W_QCS,,7,QCS,W,
03-129_F23_4_W_QCS,,2,QCS,W,
03-129_F23_4_W_QIS,,1,QIS,W,
03-129_F23_5_W_QIS,,1,QIS,W,
03-151_F23_1_2_QBS,,12,QBS,2,
03-151_F23_4_2_QCS,,1,QCS,2,
03-151_F23_1_W_QBS,,12,QBS,W,
03-151_F23_4_W_QCS,,1,QCS,W,
03-201_F23_2_W_QBS,,15,QBS,W,
03-201_F23_4_W_QBS,,1,QBS,W,
03-220_F23_2_2_QBS,,15,QBS,2,
03-220_F23_3_2_QBS,,2,QBS,2,
03-220_F23_5_2_QBS,,1,QBS,2,
03-220_F23_2_W_QBS,,15,QBS,W,
03-220_F23_3_W_QBS,,2,QBS,W,
03-220_F23_5_W_QBS,,1,QBS,W,
03-343_F23_3_2_QBS,,8,QBS,2,
03-343_F23_4_2_QBS,,4,QBS,2,
03-343_F23_3_W_QBS,,8,QBS,W,
03-343_F23_4_W_QBS,,4,QBS,W,
03-350_F23_4_W_QBS,,4,QBS,W,
03-380_F23_3_W_QBS,,8,QBS,W,
03-380_F23_4_W_QBS,,3,QBS,W,
03-411_F23_3_W_QBS,,10,QBS,W,
03-411_F23_4_W_QBS,,2,QBS,W,
03-445_F23_2_W_QBS,,1,QBS,W,
03-445_F23_4_W_QBS,,1,QBS,W,
03-445_F23_4_WW_QBS,,2,QBS,WW,
03-445_F23_3_X_QBS,,1,QBS,X,
03-445_F23_4_XX_QBS,,1,QBS,XX,
03-445_F23_4_Y_QBS,,1,QBS,Y,
03-445_F23_4_YY_QBS,,1,QBS,YY,
03-445_F23_3_Z_QBS,,1,QBS,Z,
07-129_F23_1_W1_QCS,,27,QCS,W1,
07-599_F23_4_W_QCS,,1,QCS,W,
07-599_F23_4_W_QIS,,1,QIS,W,
09-105_F23_2_3_QBA,,1,QBA,3,
09-105_F23_1_3_QBS,,10,QBS,3,
09-105_F23_2_3_QCS,,1,QCS,3,
09-105_F23_4_3_QCS,,1,QCS,3,
09-105_F23_2_W_QBA,,1,QBA,W,
09-105_F23_1_W_QBS,,10,QBS,W,
09-105_F23_2_W_QCS,,1,QCS,W,
09-105_F23_4_W_QCS,,1,QCS,W,
09-207_F23_2_2_QBS,,15,QBS,2,
09-207_F23_4_2_QBS,,1,QBS,2,
09-207_F23_5_2_QBS,,1,QBS,2,
09-207_F23_2_W_QBS,,15,QBS,W,
09-207_F23_4_W_QBS,,1,QBS,W,
09-207_F23_5_W_QBS,,1,QBS,W,
09-217_F23_2_W_QBS,,13,QBS,W,
09-217_F23_3_W_QBS,,1,QBS,W,
09-217_F23_5_W_QBS,,1,QBS,W,
09-217_F23_0_W_SPC,,1,SPC,W,
10-315_F23_3_W_QCS,,4,QCS,W,
10-315_F23_4_W_QCS,,2,QCS,W,
10-315_F23_4_W_QIS,,2,QIS,W,
14-310_F23_2_W1_QCS,,3,QCS,W1,
14-310_F23_1_W1_QIS,,2,QIS,W1,
14-310_F23_2_W1_QIS,,1,QIS,W1,
14-310_F23_3_W1_QIS,,1,QIS,W1,
14-310_F23_4_W1_QIS,,1,QIS,W1,
15-110_F23_2_W_QBA,,2,QBA,W,
15-110_F23_3_W_QBA,,3,QBA,W,
15-110_F23_4_W_QBA,,1,QBA,W,
15-110_F23_1_W_QIS,,27,QIS,W,
15-110_F23_2_W_QIS,,1,QIS,W,
15-112_F23_1_W_QBA,,1,QBA,W,
15-112_F23_2_W_QBA,,1,QBA,W,
15-112_F23_3_W_QBA,,1,QBA,W,
15-112_F23_3_W_QBS,,1,QBS,W,
15-112_F23_1_W_QCS,,26,QCS,W,
15-112_F23_2_W_QCS,,1,QCS,W,
15-112_F23_3_W_QCS,,1,QCS,W,
15-112_F23_1_W_QIS,,5,QIS,W,
15-112_F23_2_W_QIS,,1,QIS,W,
15-121_F23_2_2_QBS,,1,QBS,2,
15-121_F23_2_2_QCS,,2,QCS,2,
15-121_F23_2_2_QIS,,25,QIS,2,
15-121_F23_3_2_QIS,,8,QIS,2,
15-121_F23_2_W_QBS,,1,QBS,W,
15-121_F23_2_W_QCS,,2,QCS,W,
15-121_F23_2_W_QIS,,25,QIS,W,
15-121_F23_3_W_QIS,,8,QIS,W,
15-150_F23_2_3_QBA,,1,QBA,3,
15-150_F23_2_3_QCS,,26,QCS,3,
15-150_F23_3_3_QCS,,1,QCS,3,
15-150_F23_4_3_QIS,,1,QIS,3,
15-150_F23_2_W_QBA,,1,QBA,W,
15-150_F23_2_W_QCS,,26,QCS,W,
15-150_F23_3_W_QCS,,1,QCS,W,
15-150_F23_4_W_QIS,,1,QIS,W,
15-213_F23_2_3_QCS,,19,QCS,3,
15-213_F23_3_3_QCS,,12,QCS,3,
15-213_F23_2_W_QCS,,19,QCS,W,
15-213_F23_3_W_QCS,,12,QCS,W,
15-312_F23_4_2_QCS,,2,QCS,2,
15-312_F23_4_W_QCS,,2,QCS,W,
15-390_F23_2_W_QCS,,10,QCS,W,
15-390_F23_3_W_QCS,,6,QCS,W,
15-390_F23_3_W_QIS,,1,QIS,W,
15-390_F23_4_W_QIS,,1,QIS,W,
15-440_F23_3_3_QCS,,3,QCS,3,
15-440_F23_4_3_QCS,,4,QCS,3,
15-440_F23_5_3_QCS,,3,QCS,3,
15-440_F23_3_W_QCS,,3,QCS,W,
15-440_F23_4_W_QCS,,4,QCS,W,
15-440_F23_5_W_QCS,,3,QCS,W,
15-451_F23_3_2_QCS,,14,QCS,2,
15-451_F23_4_2_QCS,,2,QCS,2,
15-451_F23_5_2_QCS,,1,QCS,2,
15-451_F23_3_W_QCS,,14,QCS,W,
15-451_F23_4_W_QCS,,2,QCS,W,
15-451_F23_5_W_QCS,,1,QCS,W,
15-591_F23_2_W_QCS,,2,QCS,W,
15-591_F23_4_W_QCS,,1,QCS,W,
17-313_F23_2_W_QCS,,1,QCS,W,
17-313_F23_3_W_QCS,,1,QCS,W,
17-313_F23_4_W_QCS,,3,QCS,W,
17-313_F23_3_W_QIS,,21,QIS,W,
17-313_F23_4_W_QIS,,6,QIS,W,
21-108_F23_1_W2_QBA,,1,QBA,W2,
21-108_F23_1_W2_QCS,,16,QCS,W2,
21-108_F23_2_W2_QCS,,1,QCS,W2,
21-111_F23_1_W_QBA,,11,QBA,W,
21-111_F23_1_W_QBS,,2,QBS,W,
21-111_F23_1_W_QIS,,18,QIS,W,
21-111_F23_1_X_QBA,,25,QBA,X,
21-111_F23_2_X_QCS,,1,QCS,X,
21-111_F23_1_X_QIS,,7,QIS,X,
21-120_F23_2_W_QBA,,1,QBA,W,
21-120_F23_1_W_QBS,,9,QBS,W,
21-120_F23_1_W_QCS,,2,QCS,W,
21-120_F23_2_W_QCS,,1,QCS,W,
21-120_F23_1_W_QIS,,2,QIS,W,
21-120_F23_0_W_SPC,,1,SPC,W,
21-120_F23_1_X_QBA,,2,QBA,X,
21-120_F23_2_X_QBA,,1,QBA,X,
21-120_F23_1_X_QCS,,13,QCS,X,
21-120_F23_1_X_QIS,,1,QIS,X,
21-120_F23_2_X_QIS,,1,QIS,X,
21-124_F23_2_W_QBS,,4,QBS,W,
21-127_F23_1_W_QBA,,1,QBA,W,
21-127_F23_2_W_QBA,,1,QBA,W,
21-127_F23_1_W_QCS,,9,QCS,W,
21-127_F23_2_W_QCS,,2,QCS,W,
21-127_F23_4_W_QIS,,1,QIS,W,
21-127_F23_0_W_SPC,,1,SPC,W,
21-241_F23_2_7_QBA,,1,QBA,7,
21-241_F23_2_7_QCS,,13,QCS,7,
21-241_F23_3_7_QCS,,1,QCS,7,
21-241_F23_0_7_SPC,,2,SPC,7,
21-241_F23_2_W_QBA,,1,QBA,W,
21-241_F23_2_W_QCS,,13,QCS,W,
21-241_F23_3_W_QCS,,1,QCS,W,
21-241_F23_0_W_SPC,,2,SPC,W,
21-256_F23_1_W_QBA,,2,QBA,W,
21-256_F23_2_W_QBA,,24,QBA,W,
21-256_F23_3_W_QBA,,6,QBA,W,
21-256_F23_4_W_QBA,,1,QBA,W,
21-256_F23_0_W_SPC,,1,SPC,W,
21-259_F23_2_W_QCS,,9,QCS,W,
21-259_F23_3_W_QCS,,9,QCS,W,
21-295_F23_2_W_QCS,,3,QCS,W,
21-295_F23_3_W_QCS,,1,QCS,W,
21-295_F23_4_W_QCS,,2,QCS,W,
21-484_F23_3_W_QCS,,1,QCS,W,
21-484_F23_5_W_QCS,,1,QCS,W,
33-115_F23_2_W_QBA,,3,QBA,W,
33-115_F23_3_W_QBA,,1,QBA,W,
33-115_F23_4_W_QBA,,4,QBA,W,
33-115_F23_2_W_QBS,,1,QBS,W,
33-115_F23_3_W_QBS,,1,QBS,W,
33-115_F23_4_W_QBS,,1,QBS,W,
33-115_F23_2_W_QCS,,1,QCS,W,
33-115_F23_1_W_QIS,,2,QIS,W,
33-115_F23_2_W_QIS,,8,QIS,W,
33-115_F23_3_W_QIS,,2,QIS,W,
33-115_F23_4_W_QIS,,1,QIS,W,
33-121_F23_2_W_QBA,,1,QBA,W,
33-121_F23_2_W_QBS,,15,QBS,W,
33-121_F23_3_W_QBS,,2,QBS,W,
33-121_F23_5_W_QBS,,1,QBS,W,
33-121_F23_2_W_QCS,,1,QCS,W,
33-121_F23_3_W_QCS,,3,QCS,W,
36-315_F23_3_W_QIS,,2,QIS,W,
38-101_F23_1_W_QBS,,13,QBS,W,
38-110_F23_4_W_QBS,,5,QBS,W,
38-220_F23_4_W_BSC,,1,BSC,W,
38-220_F23_4_W_QBS,,15,QBS,W,
38-330_F23_3_W1_QBS,,14,QBS,W1,
38-330_F23_4_W1_QBS,,1,QBS,W1,
38-330_F23_5_W1_QBS,,1,QBS,W1,
38-430_F23_4_W2_BSC,,1,BSC,W2,
38-430_F23_4_W2_QBS,,15,QBS,W2,
51-113_F23_5_W2_CMQ,,1,CMQ,W2,
51-113_F23_2_W2_QBA,,1,QBA,W2,
51-113_F23_3_W2_QBA,,1,QBA,W2,
51-113_F23_3_W2_QBS,,1,QBS,W2,
51-113_F23_4_W2_QBS,,1,QBS,W2,
51-113_F23_2_W2_QIS,,1,QIS,W2,
51-113_F23_3_W2_QIS,,4,QIS,W2,
51-113_F23_4_W2_QIS,,5,QIS,W2,
51-113_F23_5_W2_QIS,,1,QIS,W2,
51-150_F23_2_W2_QBA,,2,QBA,W2,
51-150_F23_3_W2_QBA,,1,QBA,W2,
51-150_F23_3_W2_QBS,,1,QBS,W2,
51-150_F23_4_W2_QBS,,2,QBS,W2,
51-150_F23_5_W2_QBS,,1,QBS,W2,
51-150_F23_2_W2_QCS,,1,QCS,W2,
51-150_F23_3_W2_QCS,,1,QCS,W2,
51-150_F23_4_W2_QCS,,1,QCS,W2,
51-150_F23_3_W2_QIS,,2,QIS,W2,
51-150_F23_5_W2_QIS,,1,QIS,W2,
51-150_F23_0_W2_SPC,,1,SPC,W2,
66-501_F23_4_W_QIS,,1,QIS,W,
66-501_F23_4_Y_QIS,,1,QIS,Y,
67-100_F23_1_W1_QIS,,33,QIS,W1,
67-203_F23_1_W2_QCS,,1,QCS,W2,
67-203_F23_2_W2_QIS,,1,QIS,W2,
67-203_F23_3_W2_QIS,,4,QIS,W2,
67-203_F23_4_W2_QIS,,1,QIS,W2,
67-262_F23_2_4_QBS,,1,QBS,4,
67-262_F23_2_4_QCS,,1,QCS,4,
67-262_F23_2_4_QIS,,25,QIS,4,
67-262_F23_3_4_QIS,,9,QIS,4,
67-262_F23_5_4_QIS,,1,QIS,4,
67-262_F23_2_W_QIS,,9,QIS,W,
67-262_F23_3_W_QIS,,4,QIS,W,
67-262_F23_2_X_QIS,,11,QIS,X,
67-262_F23_3_X_QIS,,4,QIS,X,
67-262_F23_2_Y_QBS,,1,QBS,Y,
67-262_F23_2_Y_QCS,,1,QCS,Y,
67-262_F23_2_Y_QIS,,5,QIS,Y,
67-262_F23_3_Y_QIS,,1,QIS,Y,
67-262_F23_5_Y_QIS,,1,QIS,Y,
67-301_F23_3_W_QIS,,3,QIS,W,
67-301_F23_4_W_QIS,,7,QIS,W,
67-352_F23_3_W_QBA,,7,QBA,W,
67-352_F23_3_W_QIS,,5,QIS,W,
67-352_F23_4_W_QIS,,4,QIS,W,
67-354_F23_3_W_QIS,,2,QIS,W,
67-354_F23_4_W_QIS,,4,QIS,W,
67-354_F23_5_W_QIS,,1,QIS,W,
67-354_F23_0_W_SPC,,1,SPC,W,
67-364_F23_3_W_QBA,,1,QBA,W,
67-364_F23_2_W_QIS,,3,QIS,W,
67-364_F23_3_W_QIS,,10,QIS,W,
67-364_F23_4_W_QIS,,2,QIS,W,
67-364_F23_5_W_QIS,,1,QIS,W,
67-382_F23_2_W_QBA,,1,QBA,W,
67-382_F23_3_W_QBA,,3,QBA,W,
67-382_F23_2_W_QCS,,1,QCS,W,
67-382_F23_2_W_QIS,,3,QIS,W,
67-382_F23_3_W_QIS,,2,QIS,W,
67-382_F23_4_W_QIS,,6,QIS,W,
67-382_F23_3_X_QBA,,4,QBA,X,
67-382_F23_4_X_QBA,,1,QBA,X,
67-382_F23_5_X_QCS,,1,QCS,X,
67-382_F23_3_X_QIS,,1,QIS,X,
67-382_F23_4_X_QIS,,2,QIS,X,
67-382_F23_5_X_QIS,,1,QIS,X,
67-404_F23_2_W_QIS,,2,QIS,W,
67-404_F23_3_W_QIS,,2,QIS,W,
67-404_F23_4_W_QIS,,1,QIS,W,
67-410_F23_3_W_QIS,,4,QIS,W,
67-410_F23_4_W_QIS,,5,QIS,W,
67-415_F23_2_W_QBA,,1,QBA,W,
67-415_F23_3_W_QIS,,2,QIS,W,
67-415_F23_4_W_QIS,,2,QIS,W,
67-425_F23_4_W_QIS,,9,QIS,W,
67-426_F23_4_W_QIS,,7,QIS,W,
67-443_F23_5_W_QCS,,1,QCS,W,
67-443_F23_4_W_QIS,,7,QIS,W,
67-490_F23_4_W_QIS,,1,QIS,W,
70-050_F23_3_W_QIS,,2,QIS,W,
70-050_F23_4_W_QIS,,1,QIS,W,
70-106_F23_1_W_QBA,,43,QBA,W,
70-106_F23_2_W_QBA,,9,QBA,W,
70-106_F23_2_W_QCS,,1,QCS,W,
70-110_F23_2_W_BUS,,1,BUS,W,
70-110_F23_1_W_QBA,,41,QBA,W,
70-110_F23_2_W_QBA,,4,QBA,W,
70-122_F23_1_W_QBA,,19,QBA,W,
70-122_F23_2_W_QBA,,4,QBA,W,
70-122_F23_3_W_QBA,,1,QBA,W,
70-122_F23_3_W_QCS,,3,QCS,W,
70-122_F23_4_W_QIS,,1,QIS,W,
70-208_F23_2_W_QBA,,28,QBA,W,
70-208_F23_3_W_QCS,,1,QCS,W,
70-208_F23_3_W_QIS,,9,QIS,W,
70-208_F23_4_W_QIS,,2,QIS,W,
70-208_F23_5_W_QIS,,2,QIS,W,
70-311_F23_2_W_BUS,,1,BUS,W,
70-311_F23_2_W_QBA,,6,QBA,W,
70-311_F23_3_W_QBA,,4,QBA,W,
70-311_F23_4_W_QBA,,5,QBA,W,
70-311_F23_2_W_QIS,,1,QIS,W,
70-311_F23_3_W_QIS,,10,QIS,W,
70-332_F23_2_W_BUS,,1,BUS,W,
70-332_F23_3_W_QBA,,4,QBA,W,
70-332_F23_4_W_QBA,,5,QBA,W,
70-332_F23_2_W_QCS,,1,QCS,W,
70-332_F23_3_W_QCS,,4,QCS,W,
70-332_F23_4_W_QCS,,1,QCS,W,
70-332_F23_5_W_QIS,,1,QIS,W,
70-332_F23_0_W_SPC,,1,SPC,W,
70-340_F23_2_W_QBA,,16,QBA,W,
70-340_F23_3_W_QBA,,2,QBA,W,
70-340_F23_2_X_QBA,,14,QBA,X,
70-340_F23_3_X_QBA,,1,QBA,X,
70-342_F23_3_W_QBA,,5,QBA,W,
70-342_F23_4_W_QBA,,13,QBA,W,
70-342_F23_5_W_QBA,,2,QBA,W,
70-342_F23_4_W_QIS,,4,QIS,W,
70-345_F23_4_W_QBA,,19,QBA,W,
70-345_F23_5_W_QBA,,1,QBA,W,
70-371_F23_2_W_QBA,,1,QBA,W,
70-371_F23_3_W_QBA,,7,QBA,W,
70-371_F23_4_W_QBA,,2,QBA,W,
70-371_F23_3_W_QCS,,1,QCS,W,
70-371_F23_3_W_QIS,,1,QIS,W,
70-371_F23_4_W_QIS,,1,QIS,W,
70-371_F23_0_W_SPC,,1,SPC,W,
70-381_F23_3_W_QBA,,3,QBA,W,
70-381_F23_4_W_QBA,,10,QBA,W,
70-381_F23_3_W_QCS,,1,QCS,W,
70-381_F23_3_W_QIS,,3,QIS,W,
70-391_F23_3_W_QBA,,9,QBA,W,
70-391_F23_4_W_QBA,,6,QBA,W,
70-391_F23_3_W_QIS,,1,QIS,W,
70-395_F23_2_W_BUS,,1,BUS,W,
70-395_F23_3_W_QBA,,1,QBA,W,
70-395_F23_4_W_QBA,,2,QBA,W,
70-395_F23_5_W_QBA,,1,QBA,W,
70-395_F23_3_W_QCS,,1,QCS,W,
70-395_F23_5_W_QCS,,1,QCS,W,
70-395_F23_2_W_QIS,,1,QIS,W,
70-395_F23_4_W_QIS,,1,QIS,W,
70-415_F23_3_W_QBA,,5,QBA,W,
70-415_F23_4_W_QBA,,2,QBA,W,
70-415_F23_3_W_QIS,,4,QIS,W,
70-415_F23_0_W_SPC,,3,SPC,W,
70-440_F23_4_W_QBA,,14,QBA,W,
70-440_F23_2_W_QIS,,1,QIS,W,
70-440_F23_4_W_QIS,,1,QIS,W,
70-440_F23_5_W_QIS,,1,QIS,W,
70-443_F23_3_W_QBA,,9,QBA,W,
70-443_F23_4_W_QBA,,3,QBA,W,
70-443_F23_5_W_QBA,,1,QBA,W,
70-443_F23_3_W_QCS,,2,QCS,W,
70-443_F23_3_W_QIS,,4,QIS,W,
70-443_F23_4_W_QIS,,1,QIS,W,
70-443_F23_0_W_SPC,,1,SPC,W,
70-455_F23_3_W_QBA,,8,QBA,W,
70-455_F23_4_W_QBA,,5,QBA,W,
70-455_F23_5_W_QBA,,1,QBA,W,
70-455_F23_5_W_QCS,,1,QCS,W,
70-460_F23_3_W_QBA,,1,QBA,W,
70-460_F23_4_W_QBA,,6,QBA,W,
70-476_F23_4_W_QBA,,2,QBA,W,
70-481_F23_3_W_QBA,,4,QBA,W,
70-481_F23_4_W_QBA,,2,QBA,W,
70-493_F23_3_W_QBA,,8,QBA,W,
70-493_F23_4_W_QBA,,4,QBA,W,
70-495_F23_3_W_QBA,,11,QBA,W,
70-495_F23_4_W_QBA,,2,QBA,W,
70-495_F23_5_W_QBA,,1,QBA,W,
73-102_F23_1_W_QBA,,20,QBA,W,
73-102_F23_2_W_QBA,,4,QBA,W,
73-102_F23_3_W_QBA,,1,QBA,W,
73-102_F23_2_W_QCS,,1,QCS,W,
73-102_F23_3_W_QCS,,1,QCS,W,
73-103_F23_2_W_QBA,,18,QBA,W,
73-103_F23_3_W_QBA,,3,QBA,W,
73-230_F23_2_W_QBA,,1,QBA,W,
73-230_F23_3_W_QBA,,6,QBA,W,
73-230_F23_4_W_QBA,,3,QBA,W,
73-265_F23_3_W_QBA,,4,QBA,W,
73-265_F23_4_W_QBA,,5,QBA,W,
73-265_F23_4_W_QIS,,1,QIS,W,
73-265_F23_0_W_SPC,,1,SPC,W,
76-100_F23_1_W_QBA,,9,QBA,W,
76-100_F23_1_W_QCS,,2,QCS,W,
76-100_F23_1_W_QIS,,3,QIS,W,
76-100_F23_1_WW_QBA,,5,QBA,WW,
76-100_F23_1_WW_QCS,,3,QCS,WW,
76-100_F23_1_WW_QIS,,6,QIS,WW,
76-100_F23_1_X_QBA,,6,QBA,X,
76-100_F23_1_X_QCS,,5,QCS,X,
76-100_F23_1_X_QIS,,3,QIS,X,
76-100_F23_1_XX_QBA,,4,QBA,XX,
76-100_F23_1_XX_QBS,,4,QBS,XX,
76-100_F23_1_XX_QCS,,4,QCS,XX,
76-100_F23_1_XX_QIS,,3,QIS,XX,
76-100_F23_1_Y_QBA,,5,QBA,Y,
76-100_F23_1_Y_QBS,,1,QBS,Y,
76-100_F23_1_Y_QCS,,4,QCS,Y,
76-100_F23_1_Y_QIS,,2,QIS,Y,
76-100_F23_1_YY_QBA,,4,QBA,YY,
76-100_F23_1_YY_QBS,,4,QBS,YY,
76-100_F23_1_YY_QCS,,3,QCS,YY,
76-100_F23_1_YY_QIS,,4,QIS,YY,
76-100_F23_1_Z_QBA,,8,QBA,Z,
76-100_F23_1_Z_QBS,,1,QBS,Z,
76-100_F23_1_Z_QCS,,2,QCS,Z,
76-100_F23_2_Z_QCS,,1,QCS,Z,
76-100_F23_1_Z_QIS,,1,QIS,Z,
76-100_F23_2_Z_QIS,,1,QIS,Z,
76-101_F23_1_W_QBA,,2,QBA,W,
76-101_F23_1_W_QBS,,2,QBS,W,
76-101_F23_1_W_QCS,,4,QCS,W,
76-101_F23_1_W_QIS,,10,QIS,W,
76-101_F23_2_W_QIS,,1,QIS,W,
76-239_F23_5_W_CMQ,,1,CMQ,W,
76-239_F23_2_W_QBA,,1,QBA,W,
76-239_F23_2_W_QCS,,4,QCS,W,
76-239_F23_3_W_QCS,,3,QCS,W,
76-239_F23_2_W_QIS,,6,QIS,W,
76-239_F23_4_W_QIS,,1,QIS,W,
76-270_F23_2_W_QCS,,10,QCS,W,
76-270_F23_3_W_QCS,,4,QCS,W,
76-270_F23_4_W_QCS,,1,QCS,W,
76-270_F23_5_W_QCS,,1,QCS,W,
76-270_F23_4_W_QIS,,1,QIS,W,
76-270_F23_5_W_QIS,,2,QIS,W,
76-386_F23_2_W_QBA,,1,QBA,W,
76-386_F23_4_W_QBA,,2,QBA,W,
76-386_F23_3_W_QBS,,1,QBS,W,
76-386_F23_2_W_QCS,,2,QCS,W,
76-386_F23_4_W_QCS,,2,QCS,W,
76-386_F23_2_W_QIS,,2,QIS,W,
76-386_F23_4_W_QIS,,1,QIS,W,
76-386_F23_0_W_SPC,,1,SPC,W,
76-390_F23_4_W_QBA,,1,QBA,W,
76-390_F23_4_W_QCS,,1,QCS,W,
76-390_F23_3_W_QIS,,1,QIS,W,
76-390_F23_4_W_QIS,,1,QIS,W,
79-104_F23_4_W_QCS,,1,QCS,W,
79-104_F23_5_W_QCS,,1,QCS,W,
79-104_F23_1_W_QIS,,25,QIS,W,
79-104_F23_2_X_QBA,,1,QBA,X,
79-104_F23_3_X_QBA,,1,QBA,X,
79-104_F23_4_X_QBS,,3,QBS,X,
79-104_F23_3_X_QCS,,1,QCS,X,
79-104_F23_1_X_QIS,,5,QIS,X,
79-104_F23_5_X_QIS,,2,QIS,X,
79-361_F23_3_W_QBA,,2,QBA,W,
79-361_F23_4_W_QBA,,3,QBA,W,
79-361_F23_5_W_QBA,,1,QBA,W,
79-361_F23_4_W_QBS,,5,QBS,W,
79-361_F23_3_W_QCS,,3,QCS,W,
79-361_F23_3_W_QIS,,1,QIS,W,
79-361_F23_4_W_QIS,,12,QIS,W,
79-392_F23_3_W_QBA,,1,QBA,W,
79-392_F23_4_W_QBA,,7,QBA,W,
79-392_F23_5_W_QBA,,2,QBA,W,
79-392_F23_4_W_QBS,,3,QBS,W,
79-392_F23_2_W_QCS,,1,QCS,W,
79-392_F23_3_W_QCS,,1,QCS,W,
79-392_F23_4_W_QCS,,1,QCS,W,
79-392_F23_3_W_QIS,,2,QIS,W,
79-392_F23_4_W_QIS,,3,QIS,W,
79-392_F23_5_W_QIS,,1,QIS,W,
79-392_F23_0_W_SPC,,1,SPC,W,
79-491_F23_5_W_QBA,,1,QBA,W,
80-210_F23_2_W_QBA,,5,QBA,W,
80-210_F23_2_W_QBS,,1,QBS,W,
80-210_F23_2_W_QCS,,2,QCS,W,
80-210_F23_4_W_QCS,,1,QCS,W,
80-210_F23_2_W_QIS,,24,QIS,W,
80-210_F23_4_W_QIS,,1,QIS,W,
80-334_F23_2_W_QBA,,1,QBA,W,
80-334_F23_4_W_QBA,,3,QBA,W,
80-334_F23_5_W_QBA,,1,QBA,W,
80-334_F23_1_W_QBS,,1,QBS,W,
80-334_F23_2_W_QCS,,5,QCS,W,
80-334_F23_3_W_QCS,,1,QCS,W,
80-334_F23_2_W_QIS,,1,QIS,W,
80-334_F23_3_W_QIS,,10,QIS,W,
80-334_F23_4_W_QIS,,2,QIS,W,
80-334_F23_5_W_QIS,,1,QIS,W,
82-103_F23_2_W_QBA,,1,QBA,W,
82-103_F23_3_W_QBA,,1,QBA,W,
82-103_F23_4_W_QBA,,3,QBA,W,
82-103_F23_4_W_QBS,,1,QBS,W,
82-103_F23_4_W_QIS,,2,QIS,W,
82-103_F23_5_W_QIS,,1,QIS,W,
82-104_F23_1_W_QBS,,1,QBS,W,
82-104_F23_3_W_QBS,,3,QBS,W,
82-104_F23_4_W_QBS,,1,QBS,W,
82-104_F23_4_W_QIS,,3,QIS,W,
82-141_F23_2_W_QBA,,2,QBA,W,
82-141_F23_4_W_QBA,,1,QBA,W,
82-141_F23_4_W_QBS,,1,QBS,W,
82-141_F23_2_W_QCS,,1,QCS,W,
82-141_F23_0_W_SPC,,2,SPC,W,
82-141_F23_4_X_QCS,,1,QCS,X,
82-141_F23_3_X_QIS,,1,QIS,X,
82-141_F23_0_X_SPC,,3,SPC,X,
82-202_F23_5_W_QIS,,1,QIS,W,
82-241_F23_3_W_QCS,,1,QCS,W,
82-241_F23_0_W_SPC,,3,SPC,W,
82-313_F23_3_W_QBA,,1,QBA,W,
82-313_F23_1_W_QCS,,1,QCS,W,
82-313_F23_3_W_QCS,,1,QCS,W,
82-313_F23_2_W_QIS,,4,QIS,W,
82-313_F23_3_W_QIS,,2,QIS,W,
82-313_F23_4_W_QIS,,1,QIS,W,
82-414_F23_3_W_QBA,,1,QBA,W,
82-414_F23_4_W_QIS,,2,QIS,W,
85-211_F23_2_W_QBA,,3,QBA,W,
85-211_F23_3_W_QBA,,2,QBA,W,
85-211_F23_4_W_QBA,,2,QBA,W,
85-211_F23_1_W_QBS,,2,QBS,W,
85-211_F23_2_W_QBS,,1,QBS,W,
