offering_id,semester,course_code,campus_id
09-208_S22_1,S22,09-208,1
09-208_S23_1,S23,09-208,1
09-208_S24_1,S24,09-208,1
09-208_S25_1,S25,09-208,1
85-105_F20_1,F20,85-105,1
85-105_F25_1,F25,85-105,1
84-386_S16_1,S16,84-386,1
84-386_F17_1,F17,84-386,1
84-386_F20_1,F20,84-386,1
10-315_F19_2,F19,10-315,2
10-315_F21_2,F21,10-315,2
10-315_F23_2,F23,10-315,2
10-315_S23_1,S23,10-315,1
10-315_F23_1,F23,10-315,1
10-315_S24_1,S24,10-315,1
10-315_F24_1,F24,10-315,1
10-315_S25_1,S25,10-315,1
67-339_S19_2,S19,67-339,2
98-313_F17_1,F17,98-313,1
76-325_S17_1,S17,76-325,1
76-325_S19_1,S19,76-325,1
76-325_F20_1,F20,76-325,1
76-325_S23_1,S23,76-325,1
76-325_S25_1,S25,76-325,1
05-452_F23_1,F23,05-452,1
05-452_S24_1,S24,05-452,1
05-452_F24_1,F24,05-452,1
05-452_S25_1,S25,05-452,1
05-452_F25_1,F25,05-452,1
70-477_F17_1,F17,70-477,1
70-477_F18_1,F18,70-477,1
70-477_F19_1,F19,70-477,1
70-477_F20_1,F20,70-477,1
98-128_S20_2,S20,98-128,2
98-128_F23_1,F23,98-128,1
98-128_S24_1,S24,98-128,1
98-128_F24_1,F24,98-128,1
98-128_S25_1,S25,98-128,1
98-128_F25_1,F25,98-128,1
67-102_F16_2,F16,67-102,2
67-102_F17_2,F17,67-102,2
67-102_F18_2,F18,67-102,2
67-102_F19_2,F19,67-102,2
67-102_F20_2,F20,67-102,2
70-498_S24_1,S24,70-498,1
70-498_S25_1,S25,70-498,1
70-498_F25_1,F25,70-498,1
76-260_S24_1,S24,76-260,1
76-260_F24_1,F24,76-260,1
76-260_S25_1,S25,76-260,1
76-260_M25_1,M25,76-260,1
76-260_F25_1,F25,76-260,1
82-179_S25_1,S25,82-179,1
84-294_F22_2,F22,84-294,2
99-344_F17_1,F17,99-344,1
19-351_S21_1,S21,19-351,1
19-351_S22_1,S22,19-351,1
19-351_S23_1,S23,19-351,1
19-351_S24_1,S24,19-351,1
19-351_S25_1,S25,19-351,1
98-344_S19_2,S19,98-344,2
76-284_S21_1,S21,76-284,1
80-252_F17_1,F17,80-252,1
80-252_S19_1,S19,80-252,1
80-252_S21_1,S21,80-252,1
80-252_F22_1,F22,80-252,1
80-252_S24_1,S24,80-252,1
98-089_F15_1,F15,98-089,1
98-089_S16_1,S16,98-089,1
98-123_F23_1,F23,98-123,1
98-123_S24_1,S24,98-123,1
98-123_F24_1,F24,98-123,1
98-123_S25_1,S25,98-123,1
98-123_F25_1,F25,98-123,1
70-493_F23_2,F23,70-493,2
70-493_F24_2,F24,70-493,2
70-493_S22_1,S22,70-493,1
70-493_S23_1,S23,70-493,1
70-493_F23_1,F23,70-493,1
70-493_S24_1,S24,70-493,1
70-493_S25_1,S25,70-493,1
80-317_F17_1,F17,80-317,1
67-220_F24_2,F24,67-220,2
67-220_F22_1,F22,67-220,1
67-220_F23_1,F23,67-220,1
79-316_F21_1,F21,79-316,1
79-316_F22_1,F22,79-316,1
79-316_F23_1,F23,79-316,1
79-316_F24_1,F24,79-316,1
79-316_F25_1,F25,79-316,1
21-259_F22_2,F22,21-259,2
21-259_F23_2,F23,21-259,2
21-259_F24_2,F24,21-259,2
21-259_M24_1,M24,21-259,1
21-259_F24_1,F24,21-259,1
21-259_S25_1,S25,21-259,1
21-259_M25_1,M25,21-259,1
21-259_F25_1,F25,21-259,1
76-457_F17_1,F17,76-457,1
79-253_S20_2,S20,79-253,2
79-253_F15_1,F15,79-253,1
69-131_F23_1,F23,69-131,1
69-131_S24_1,S24,69-131,1
69-131_F24_1,F24,69-131,1
69-131_S25_1,S25,69-131,1
69-131_F25_1,F25,69-131,1
70-305_F19_1,F19,70-305,1
70-305_S20_1,S20,70-305,1
70-305_F20_1,F20,70-305,1
70-305_S21_1,S21,70-305,1
98-031_S24_2,S24,98-031,2
76-379_S18_1,S18,76-379,1
21-127_M23_2,M23,21-127,2
21-127_F23_2,F23,21-127,2
21-127_S24_2,S24,21-127,2
21-127_F24_2,F24,21-127,2
21-127_S25_2,S25,21-127,2
21-127_M24_1,M24,21-127,1
21-127_F24_1,F24,21-127,1
21-127_S25_1,S25,21-127,1
21-127_M25_1,M25,21-127,1
21-127_F25_1,F25,21-127,1
76-396_F16_1,F16,76-396,1
76-396_F17_1,F17,76-396,1
76-396_F19_1,F19,76-396,1
76-396_F20_1,F20,76-396,1
76-396_S22_1,S22,76-396,1
98-174_S17_1,S17,98-174,1
98-174_F17_1,F17,98-174,1
98-174_S18_1,S18,98-174,1
98-174_F20_1,F20,98-174,1
98-174_S21_1,S21,98-174,1
15-150_F20_2,F20,15-150,2
15-150_F21_2,F21,15-150,2
15-150_F22_2,F22,15-150,2
15-150_F23_2,F23,15-150,2
15-150_F24_2,F24,15-150,2
15-150_M24_1,M24,15-150,1
15-150_F24_1,F24,15-150,1
15-150_S25_1,S25,15-150,1
15-150_M25_1,M25,15-150,1
15-150_F25_1,F25,15-150,1
79-341_S17_1,S17,79-341,1
79-341_S18_1,S18,79-341,1
79-341_M18_1,M18,79-341,1
79-341_S19_1,S19,79-341,1
79-341_F22_1,F22,79-341,1
70-352_S16_2,S16,70-352,2
70-352_S17_2,S17,70-352,2
70-352_S20_2,S20,70-352,2
98-318_S19_2,S19,98-318,2
98-318_S23_2,S23,98-318,2
98-318_S18_1,S18,98-318,1
98-318_F18_1,F18,98-318,1
79-204_F20_1,F20,79-204,1
79-204_S22_1,S22,79-204,1
79-204_S23_1,S23,79-204,1
79-204_S24_1,S24,79-204,1
15-445_F23_1,F23,15-445,1
15-445_S24_1,S24,15-445,1
15-445_F24_1,F24,15-445,1
15-445_S25_1,S25,15-445,1
15-445_F25_1,F25,15-445,1
84-362_F21_1,F21,84-362,1
84-362_F22_1,F22,84-362,1
84-362_F23_1,F23,84-362,1
84-362_F24_1,F24,84-362,1
84-362_F25_1,F25,84-362,1
18-462_S21_1,S21,18-462,1
18-462_S22_1,S22,18-462,1
18-462_S23_1,S23,18-462,1
18-462_S24_1,S24,18-462,1
18-462_S25_1,S25,18-462,1
98-027_S25_2,S25,98-027,2
76-380_F19_2,F19,76-380,2
76-380_F21_2,F21,76-380,2
76-380_S19_1,S19,76-380,1
76-380_S20_1,S20,76-380,1
76-380_S21_1,S21,76-380,1
76-380_S23_1,S23,76-380,1
76-380_S25_1,S25,76-380,1
70-201_S22_2,S22,70-201,2
70-201_S23_2,S23,70-201,2
70-201_S24_2,S24,70-201,2
70-201_F24_2,F24,70-201,2
70-201_S25_2,S25,70-201,2
70-201_S18_1,S18,70-201,1
70-201_F18_1,F18,70-201,1
70-201_S19_1,S19,70-201,1
70-201_F19_1,F19,70-201,1
70-201_S20_1,S20,70-201,1
76-416_F24_1,F24,76-416,1
15-453_F15_2,F15,15-453,2
15-453_F16_2,F16,15-453,2
15-453_S19_2,S19,15-453,2
15-453_S16_1,S16,15-453,1
15-453_F16_1,F16,15-453,1
15-453_F17_1,F17,15-453,1
15-453_F19_1,F19,15-453,1
79-212_F17_1,F17,79-212,1
79-212_F22_1,F22,79-212,1
79-212_S24_1,S24,79-212,1
70-344_S23_2,S23,70-344,2
79-496_S22_1,S22,79-496,1
79-496_F22_1,F22,79-496,1
79-496_S23_1,S23,79-496,1
88-312_S22_1,S22,88-312,1
88-312_S24_1,S24,88-312,1
76-338_S22_1,S22,76-338,1
76-338_S23_1,S23,76-338,1
76-338_S24_1,S24,76-338,1
76-338_F24_1,F24,76-338,1
76-338_F25_1,F25,76-338,1
80-244_S21_2,S21,80-244,2
80-244_F21_1,F21,80-244,1
80-244_F22_1,F22,80-244,1
80-244_F23_1,F23,80-244,1
80-244_S25_1,S25,80-244,1
80-244_F25_1,F25,80-244,1
76-292_F23_1,F23,76-292,1
76-292_S24_1,S24,76-292,1
76-292_F24_1,F24,76-292,1
76-292_S25_1,S25,76-292,1
76-292_F25_1,F25,76-292,1
70-485_F17_2,F17,70-485,2
70-485_S21_1,S21,70-485,1
70-485_S22_1,S22,70-485,1
70-485_S23_1,S23,70-485,1
70-485_S24_1,S24,70-485,1
70-485_S25_1,S25,70-485,1
88-257_F15_1,F15,88-257,1
66-236_M24_2,M24,66-236,2
66-236_S25_2,S25,66-236,2
66-236_F20_1,F20,66-236,1
66-236_S24_1,S24,66-236,1
66-236_F24_1,F24,66-236,1
66-236_S25_1,S25,66-236,1
66-236_F25_1,F25,66-236,1
79-300_M18_2,M18,79-300,2
79-300_F21_1,F21,79-300,1
79-300_F22_1,F22,79-300,1
79-300_F23_1,F23,79-300,1
79-300_F24_1,F24,79-300,1
79-300_F25_1,F25,79-300,1
33-124_F16_2,F16,33-124,2
33-124_S19_2,S19,33-124,2
33-124_F20_2,F20,33-124,2
33-124_S22_2,S22,33-124,2
33-124_S23_2,S23,33-124,2
33-124_F23_1,F23,33-124,1
33-124_M24_1,M24,33-124,1
33-124_F24_1,F24,33-124,1
33-124_M25_1,M25,33-124,1
33-124_F25_1,F25,33-124,1
95-411_S21_2,S21,95-411,2
98-359_S20_1,S20,98-359,1
98-359_F20_1,F20,98-359,1
98-359_S21_1,S21,98-359,1
98-359_F21_1,F21,98-359,1
98-359_S22_1,S22,98-359,1
67-373_S22_2,S22,67-373,2
67-373_F22_2,F22,67-373,2
67-373_S23_2,S23,67-373,2
67-373_S24_2,S24,67-373,2
67-373_S25_2,S25,67-373,2
67-373_S22_1,S22,67-373,1
67-373_S23_1,S23,67-373,1
67-373_M23_1,M23,67-373,1
67-373_S24_1,S24,67-373,1
67-373_S25_1,S25,67-373,1
79-245_F17_1,F17,79-245,1
79-245_F18_1,F18,79-245,1
79-245_F19_1,F19,79-245,1
79-245_F23_1,F23,79-245,1
79-245_F25_1,F25,79-245,1
76-441_S16_1,S16,76-441,1
76-441_F17_1,F17,76-441,1
84-323_S21_1,S21,84-323,1
84-323_S22_1,S22,84-323,1
84-323_S23_1,S23,84-323,1
84-323_S24_1,S24,84-323,1
84-323_S25_1,S25,84-323,1
99-359_F23_1,F23,99-359,1
99-359_S24_1,S24,99-359,1
99-359_F24_1,F24,99-359,1
99-359_S25_1,S25,99-359,1
99-359_F25_1,F25,99-359,1
76-206_S18_1,S18,76-206,1
76-206_F21_1,F21,76-206,1
76-206_F22_1,F22,76-206,1
82-236_M16_1,M16,82-236,1
82-236_F16_1,F16,82-236,1
70-104_S24_2,S24,70-104,2
70-104_F24_2,F24,70-104,2
70-104_F23_1,F23,70-104,1
70-104_S24_1,S24,70-104,1
70-104_F24_1,F24,70-104,1
70-104_S25_1,S25,70-104,1
70-104_F25_1,F25,70-104,1
03-366_S19_1,S19,03-366,1
03-366_F20_1,F20,03-366,1
03-366_F21_1,F21,03-366,1
03-366_S24_1,S24,03-366,1
03-366_S25_1,S25,03-366,1
07-128_F21_1,F21,07-128,1
07-128_F22_1,F22,07-128,1
07-128_F23_1,F23,07-128,1
07-128_F24_1,F24,07-128,1
07-128_F25_1,F25,07-128,1
85-421_F18_1,F18,85-421,1
85-421_F20_1,F20,85-421,1
85-421_S22_1,S22,85-421,1
85-421_S24_1,S24,85-421,1
85-421_F25_1,F25,85-421,1
70-411_S18_2,S18,70-411,2
70-411_S19_2,S19,70-411,2
70-411_S20_2,S20,70-411,2
70-411_S21_2,S21,70-411,2
76-343_F16_1,F16,76-343,1
98-288_F23_1,F23,98-288,1
98-288_S24_1,S24,98-288,1
98-288_F24_1,F24,98-288,1
98-288_S25_1,S25,98-288,1
98-288_F25_1,F25,98-288,1
98-322_S18_1,S18,98-322,1
62-146_S17_2,S17,62-146,2
62-146_S18_2,S18,62-146,2
62-146_S19_2,S19,62-146,2
62-146_S20_2,S20,62-146,2
11-324_F21_1,F21,11-324,1
11-324_F22_1,F22,11-324,1
11-324_F23_1,F23,11-324,1
11-324_F24_1,F24,11-324,1
11-324_F25_1,F25,11-324,1
70-387_S24_2,S24,70-387,2
70-387_S25_2,S25,70-387,2
70-387_F23_1,F23,70-387,1
70-387_F24_1,F24,70-387,1
70-387_F25_1,F25,70-387,1
09-110_S20_1,S20,09-110,1
09-110_S21_1,S21,09-110,1
09-110_S22_1,S22,09-110,1
09-110_S23_1,S23,09-110,1
09-110_S25_1,S25,09-110,1
70-503_S23_2,S23,70-503,2
70-503_F23_2,F23,70-503,2
70-503_S24_2,S24,70-503,2
70-503_F24_2,F24,70-503,2
70-503_S25_2,S25,70-503,2
70-503_F23_1,F23,70-503,1
70-503_S24_1,S24,70-503,1
70-503_F24_1,F24,70-503,1
70-503_S25_1,S25,70-503,1
70-503_F25_1,F25,70-503,1
48-400_F21_1,F21,48-400,1
48-400_F22_1,F22,48-400,1
48-400_F23_1,F23,48-400,1
48-400_F24_1,F24,48-400,1
48-400_F25_1,F25,48-400,1
76-251_S24_1,S24,76-251,1
76-251_F25_1,F25,76-251,1
62-238_S17_2,S17,62-238,2
62-238_S18_2,S18,62-238,2
62-238_S19_2,S19,62-238,2
62-238_S20_2,S20,62-238,2
76-314_F20_1,F20,76-314,1
76-314_F21_1,F21,76-314,1
76-314_F22_1,F22,76-314,1
76-314_F23_1,F23,76-314,1
76-314_F24_1,F24,76-314,1
15-351_F23_1,F23,15-351,1
15-351_S24_1,S24,15-351,1
15-351_F24_1,F24,15-351,1
15-351_S25_1,S25,15-351,1
15-351_F25_1,F25,15-351,1
67-426_F23_2,F23,67-426,2
67-426_S24_2,S24,67-426,2
67-426_S25_2,S25,67-426,2
80-511_S16_1,S16,80-511,1
79-269_F16_1,F16,79-269,1
79-269_S20_1,S20,79-269,1
79-269_S22_1,S22,79-269,1
79-269_S24_1,S24,79-269,1
98-375_F20_1,F20,98-375,1
98-375_S21_1,S21,98-375,1
98-375_F21_1,F21,98-375,1
98-230_F23_1,F23,98-230,1
98-230_S24_1,S24,98-230,1
98-230_F24_1,F24,98-230,1
98-230_S25_1,S25,98-230,1
98-230_F25_1,F25,98-230,1
73-336_F24_2,F24,73-336,2
79-286_S24_2,S24,79-286,2
79-286_S25_2,S25,79-286,2
79-286_S16_1,S16,79-286,1
79-286_F19_1,F19,79-286,1
76-482_S24_1,S24,76-482,1
12-100_F23_1,F23,12-100,1
12-100_S24_1,S24,12-100,1
12-100_F24_1,F24,12-100,1
12-100_S25_1,S25,12-100,1
12-100_F25_1,F25,12-100,1
76-247_F21_1,F21,76-247,1
76-247_F22_1,F22,76-247,1
76-247_F23_1,F23,76-247,1
76-247_S25_1,S25,76-247,1
76-247_M25_1,M25,76-247,1
02-262_F22_1,F22,02-262,1
82-277_S23_2,S23,82-277,2
82-277_S24_2,S24,82-277,2
82-332_F20_1,F20,82-332,1
82-332_S22_1,S22,82-332,1
82-332_S23_1,S23,82-332,1
82-332_S24_1,S24,82-332,1
82-332_S25_1,S25,82-332,1
03-327_F15_1,F15,03-327,1
03-327_F17_1,F17,03-327,1
03-327_F21_1,F21,03-327,1
67-430_F24_2,F24,67-430,2
76-302_F21_1,F21,76-302,1
76-302_F22_1,F22,76-302,1
76-302_F23_1,F23,76-302,1
76-302_F24_1,F24,76-302,1
76-302_F25_1,F25,76-302,1
98-363_S20_1,S20,98-363,1
73-265_F20_2,F20,73-265,2
73-265_F21_2,F21,73-265,2
73-265_F22_2,F22,73-265,2
73-265_F23_2,F23,73-265,2
73-265_F24_2,F24,73-265,2
73-265_F23_1,F23,73-265,1
73-265_S24_1,S24,73-265,1
73-265_F24_1,F24,73-265,1
73-265_S25_1,S25,73-265,1
73-265_F25_1,F25,73-265,1
99-363_S20_1,S20,99-363,1
99-363_S21_1,S21,99-363,1
99-363_S22_1,S22,99-363,1
99-363_S23_1,S23,99-363,1
84-319_S18_1,S18,84-319,1
84-319_M22_1,M22,84-319,1
84-319_M23_1,M23,84-319,1
84-319_S24_1,S24,84-319,1
84-319_S25_1,S25,84-319,1
18-399_S22_2,S22,18-399,2
76-494_F21_1,F21,76-494,1
76-494_F22_1,F22,76-494,1
76-494_F23_1,F23,76-494,1
76-494_F24_1,F24,76-494,1
76-494_F25_1,F25,76-494,1
36-350_S24_1,S24,36-350,1
36-350_F24_1,F24,36-350,1
36-350_S25_1,S25,36-350,1
36-350_M25_1,M25,36-350,1
36-350_F25_1,F25,36-350,1
17-437_S23_2,S23,17-437,2
17-437_F23_1,F23,17-437,1
17-437_S24_1,S24,17-437,1
17-437_F24_1,F24,17-437,1
17-437_S25_1,S25,17-437,1
17-437_F25_1,F25,17-437,1
98-226_F23_1,F23,98-226,1
98-226_S24_1,S24,98-226,1
98-226_F24_1,F24,98-226,1
98-226_S25_1,S25,98-226,1
98-226_F25_1,F25,98-226,1
98-158_S25_1,S25,98-158,1
76-210_F20_1,F20,76-210,1
76-210_F21_1,F21,76-210,1
76-210_F22_1,F22,76-210,1
76-210_F23_1,F23,76-210,1
76-210_F24_1,F24,76-210,1
76-355_F15_1,F15,76-355,1
76-355_F18_1,F18,76-355,1
76-355_F20_1,F20,76-355,1
76-355_F22_1,F22,76-355,1
14-310_F23_2,F23,14-310,2
03-370_S16_1,S16,03-370,1
79-101_S22_1,S22,79-101,1
79-101_S23_1,S23,79-101,1
62-150_F23_1,F23,62-150,1
62-150_S24_1,S24,62-150,1
62-150_F24_1,F24,62-150,1
62-150_S25_1,S25,62-150,1
62-150_F25_1,F25,62-150,1
80-100_M18_2,M18,80-100,2
80-100_M24_1,M24,80-100,1
80-100_F24_1,F24,80-100,1
80-100_S25_1,S25,80-100,1
80-100_M25_1,M25,80-100,1
80-100_F25_1,F25,80-100,1
98-334_F18_1,F18,98-334,1
03-409_F15_2,F15,03-409,2
03-409_S18_2,S18,03-409,2
03-409_S19_2,S19,03-409,2
03-409_S20_2,S20,03-409,2
03-409_S21_2,S21,03-409,2
98-271_S16_1,S16,98-271,1
09-106_S21_2,S21,09-106,2
09-106_S22_2,S22,09-106,2
09-106_S23_2,S23,09-106,2
09-106_S24_2,S24,09-106,2
09-106_S25_2,S25,09-106,2
09-106_S24_1,S24,09-106,1
09-106_F24_1,F24,09-106,1
09-106_S25_1,S25,09-106,1
09-106_M25_1,M25,09-106,1
09-106_F25_1,F25,09-106,1
70-391_S23_2,S23,70-391,2
70-391_F23_2,F23,70-391,2
70-391_S24_2,S24,70-391,2
70-391_F24_2,F24,70-391,2
70-391_S25_2,S25,70-391,2
70-391_M24_1,M24,70-391,1
70-391_F24_1,F24,70-391,1
70-391_S25_1,S25,70-391,1
70-391_M25_1,M25,70-391,1
70-391_F25_1,F25,70-391,1
18-213_M24_1,M24,18-213,1
18-213_F24_1,F24,18-213,1
18-213_S25_1,S25,18-213,1
18-213_M25_1,M25,18-213,1
18-213_F25_1,F25,18-213,1
09-521_F17_1,F17,09-521,1
09-521_F18_1,F18,09-521,1
19-213_S21_1,S21,19-213,1
19-213_S22_1,S22,19-213,1
19-213_S23_1,S23,19-213,1
19-213_S24_1,S24,19-213,1
19-213_S25_1,S25,19-213,1
69-097_S25_2,S25,69-097,2
85-339_S20_2,S20,85-339,2
98-343_S19_2,S19,98-343,2
84-293_S21_2,S21,84-293,2
36-235_F22_1,F22,36-235,1
36-235_F23_1,F23,36-235,1
36-235_F24_1,F24,36-235,1
36-235_F25_1,F25,36-235,1
99-343_S16_1,S16,99-343,1
82-312_S20_1,S20,82-312,1
82-312_S21_1,S21,82-312,1
82-312_S22_1,S22,82-312,1
82-312_S23_1,S23,82-312,1
82-312_S24_1,S24,82-312,1
67-410_F23_2,F23,67-410,2
76-322_S18_1,S18,76-322,1
76-267_M16_2,M16,76-267,2
76-267_F15_1,F15,76-267,1
51-252_S22_2,S22,51-252,2
18-090_F20_1,F20,18-090,1
18-090_S21_1,S21,18-090,1
18-090_S22_1,S22,18-090,1
18-090_S23_1,S23,18-090,1
18-090_S24_1,S24,18-090,1
98-251_F18_1,F18,98-251,1
98-251_S19_1,S19,98-251,1
98-251_F19_1,F19,98-251,1
98-251_S20_1,S20,98-251,1
69-185_S19_1,S19,69-185,1
69-185_S20_1,S20,69-185,1
79-208_F18_1,F18,79-208,1
79-208_S20_1,S20,79-208,1
79-208_F21_1,F21,79-208,1
79-208_S23_1,S23,79-208,1
79-208_F24_1,F24,79-208,1
19-301_F21_1,F21,19-301,1
19-301_F22_1,F22,19-301,1
19-301_F23_1,F23,19-301,1
19-301_F24_1,F24,19-301,1
19-301_F25_1,F25,19-301,1
98-314_F17_1,F17,98-314,1
27-100_F23_1,F23,27-100,1
27-100_S24_1,S24,27-100,1
27-100_F24_1,F24,27-100,1
27-100_S25_1,S25,27-100,1
27-100_F25_1,F25,27-100,1
15-330_S21_2,S21,15-330,2
15-330_S23_2,S23,15-330,2
15-330_S25_2,S25,15-330,2
15-330_F23_1,F23,15-330,1
15-330_S24_1,S24,15-330,1
15-330_F24_1,F24,15-330,1
15-330_S25_1,S25,15-330,1
15-330_F25_1,F25,15-330,1
76-375_F15_1,F15,76-375,1
76-375_F16_1,F16,76-375,1
76-375_F17_1,F17,76-375,1
98-197_S23_2,S23,98-197,2
70-427_S17_1,S17,70-427,1
70-427_S18_1,S18,70-427,1
70-427_S20_1,S20,70-427,1
70-427_S21_1,S21,70-427,1
70-427_S22_1,S22,70-427,1
82-345_S23_1,S23,82-345,1
82-345_F23_1,F23,82-345,1
82-345_S24_1,S24,82-345,1
82-345_F24_1,F24,82-345,1
82-345_F25_1,F25,82-345,1
03-350_F17_2,F17,03-350,2
03-350_F19_2,F19,03-350,2
03-350_S21_2,S21,03-350,2
03-350_F23_2,F23,03-350,2
03-350_F24_2,F24,03-350,2
03-350_S19_1,S19,03-350,1
03-350_S20_1,S20,03-350,1
03-350_S22_1,S22,03-350,1
03-350_S23_1,S23,03-350,1
03-350_S24_1,S24,03-350,1
85-102_S18_2,S18,85-102,2
85-102_S19_2,S19,85-102,2
85-102_M20_2,M20,85-102,2
85-102_M22_2,M22,85-102,2
85-102_M23_2,M23,85-102,2
85-102_F23_1,F23,85-102,1
85-102_S24_1,S24,85-102,1
85-102_F24_1,F24,85-102,1
85-102_S25_1,S25,85-102,1
85-102_M25_1,M25,85-102,1
66-502_S21_2,S21,66-502,2
66-502_S22_2,S22,66-502,2
66-502_S23_2,S23,66-502,2
66-502_S24_2,S24,66-502,2
66-502_S25_2,S25,66-502,2
66-502_M24_1,M24,66-502,1
66-502_F24_1,F24,66-502,1
66-502_S25_1,S25,66-502,1
66-502_M25_1,M25,66-502,1
66-502_F25_1,F25,66-502,1
51-205_F24_2,F24,51-205,2
76-230_F19_1,F19,76-230,1
76-230_S21_1,S21,76-230,1
76-230_F21_1,F21,76-230,1
76-230_F23_1,F23,76-230,1
09-560_S16_1,S16,09-560,1
09-560_S17_1,S17,09-560,1
73-341_S18_2,S18,73-341,2
73-341_S20_1,S20,73-341,1
73-341_S21_1,S21,73-341,1
73-341_S22_1,S22,73-341,1
73-341_S24_1,S24,73-341,1
73-341_S25_1,S25,73-341,1
98-247_S16_1,S16,98-247,1
98-247_F17_1,F17,98-247,1
98-247_S18_1,S18,98-247,1
98-247_S19_1,S19,98-247,1
98-247_F19_1,F19,98-247,1
09-425_S19_2,S19,09-425,2
09-425_S22_1,S22,09-425,1
09-425_S23_1,S23,09-425,1
70-348_F16_2,F16,70-348,2
70-348_F18_2,F18,70-348,2
98-302_F16_1,F16,98-302,1
80-136_S17_1,S17,80-136,1
80-136_S18_1,S18,80-136,1
80-136_F18_1,F18,80-136,1
80-136_F19_1,F19,80-136,1
80-136_F20_1,F20,80-136,1
03-346_S17_1,S17,03-346,1
03-346_S19_1,S19,03-346,1
03-346_S21_1,S21,03-346,1
03-346_S23_1,S23,03-346,1
03-346_S25_1,S25,03-346,1
98-181_S17_1,S17,98-181,1
76-363_S23_1,S23,76-363,1
76-363_F23_1,F23,76-363,1
76-363_S24_1,S24,76-363,1
76-363_F24_1,F24,76-363,1
76-363_F25_1,F25,76-363,1
76-226_M16_1,M16,76-226,1
82-216_S16_2,S16,82-216,2
82-216_S17_2,S17,82-216,2
09-219_F21_1,F21,09-219,1
09-219_F22_1,F22,09-219,1
09-219_F23_1,F23,09-219,1
09-219_F24_1,F24,09-219,1
09-219_F25_1,F25,09-219,1
67-390_S23_2,S23,67-390,2
67-390_F23_2,F23,67-390,2
67-390_S24_2,S24,67-390,2
67-390_F24_2,F24,67-390,2
67-390_S25_2,S25,67-390,2
67-390_M24_1,M24,67-390,1
67-390_F24_1,F24,67-390,1
67-390_S25_1,S25,67-390,1
67-390_M25_1,M25,67-390,1
67-390_F25_1,F25,67-390,1
67-390_S20_12,S20,67-390,12
67-390_S21_12,S21,67-390,12
67-390_S22_12,S22,67-390,12
38-132_F21_1,F21,38-132,1
38-132_F23_1,F23,38-132,1
38-132_F24_1,F24,38-132,1
99-355_F23_1,F23,99-355,1
99-355_S24_1,S24,99-355,1
99-355_F24_1,F24,99-355,1
99-355_S25_1,S25,99-355,1
99-355_F25_1,F25,99-355,1
79-249_S19_2,S19,79-249,2
79-249_S20_1,S20,79-249,1
79-249_M22_1,M22,79-249,1
79-249_S23_1,S23,79-249,1
79-249_M23_1,M23,79-249,1
79-249_F25_1,F25,79-249,1
98-355_F19_2,F19,98-355,2
16-397_S16_1,S16,16-397,1
16-397_S18_1,S18,16-397,1
16-397_S20_1,S20,16-397,1
76-334_F15_1,F15,76-334,1
79-160_S23_1,S23,79-160,1
79-160_S24_1,S24,79-160,1
82-304_F23_1,F23,82-304,1
82-304_S24_1,S24,82-304,1
82-304_F24_1,F24,82-304,1
82-304_S25_1,S25,82-304,1
82-304_F25_1,F25,82-304,1
82-241_S21_2,S21,82-241,2
82-241_F21_2,F21,82-241,2
82-241_F22_2,F22,82-241,2
82-241_F23_2,F23,82-241,2
82-241_F24_2,F24,82-241,2
82-241_F23_1,F23,82-241,1
82-241_S24_1,S24,82-241,1
82-241_F24_1,F24,82-241,1
82-241_S25_1,S25,82-241,1
82-241_F25_1,F25,82-241,1
70-489_S20_2,S20,70-489,2
76-271_S21_1,S21,76-271,1
76-271_F21_1,F21,76-271,1
76-271_S23_1,S23,76-271,1
76-271_S24_1,S24,76-271,1
76-271_S25_1,S25,76-271,1
32-201_F21_1,F21,32-201,1
32-201_F22_1,F22,32-201,1
32-201_F23_1,F23,32-201,1
32-201_F24_1,F24,32-201,1
32-201_F25_1,F25,32-201,1
05-341_F15_1,F15,05-341,1
05-341_F16_1,F16,05-341,1
05-341_F17_1,F17,05-341,1
79-232_F16_2,F16,79-232,2
79-232_F18_2,F18,79-232,2
79-232_F21_2,F21,79-232,2
70-364_F18_1,F18,70-364,1
70-364_S19_1,S19,70-364,1
70-364_S20_1,S20,70-364,1
70-364_S23_1,S23,70-364,1
70-364_S25_1,S25,70-364,1
69-150_F23_1,F23,69-150,1
69-150_S24_1,S24,69-150,1
69-150_F24_1,F24,69-150,1
69-150_S25_1,S25,69-150,1
69-150_F25_1,F25,69-150,1
98-284_S16_1,S16,98-284,1
57-214_S24_2,S24,57-214,2
85-211_F20_2,F20,85-211,2
85-211_F21_2,F21,85-211,2
85-211_F22_2,F22,85-211,2
85-211_F23_2,F23,85-211,2
85-211_S25_2,S25,85-211,2
85-211_S23_1,S23,85-211,1
85-211_F23_1,F23,85-211,1
85-211_S24_1,S24,85-211,1
85-211_F24_1,F24,85-211,1
85-211_S25_1,S25,85-211,1
79-377_F18_1,F18,79-377,1
79-377_S20_1,S20,79-377,1
79-377_S21_1,S21,79-377,1
79-377_S23_1,S23,79-377,1
79-377_F24_1,F24,79-377,1
98-142_S20_2,S20,98-142,2
88-220_F15_1,F15,88-220,1
88-220_F16_1,F16,88-220,1
21-111_S23_2,S23,21-111,2
21-111_F23_2,F23,21-111,2
21-111_S24_2,S24,21-111,2
21-111_F24_2,F24,21-111,2
